1822,2174,1856,2178,1856,2191,1823,2189,SUN
1756,2330,1783,2331,1779,2344,1758,2345,CGV
1819,2381,1858,2379,1858,2396,1821,2397,Hotpot
1845,2390,1858,2390,1856,2395,1845,2394,###
1826,2361,1856,2361,1856,2372,1827,2372,###
1789,2344,1821,2344,1819,2352,1789,2352,###
868,756,921,758,921,773,869,774,Sakura
926,757,1009,757,1006,776,923,774,Montessori
1010,760,1103,761,1102,776,1007,774,International
1104,760,1156,762,1153,778,1103,776,School
967,710,1001,709,996,742,962,740,###
1038,712,1072,710,1069,739,1036,738,###
1110,712,1146,712,1143,743,1107,741,###
1441,688,1549,698,1550,738,1441,735,Sun
1566,690,1742,690,1743,739,1566,738,Grand
1772,694,1965,701,1968,741,1756,740,Ancora
1983,697,2278,698,2280,745,1987,742,Residence
1460,753,1519,751,1517,797,1458,797,số
1534,754,1564,755,1565,798,1533,797,3
1584,755,1741,766,1742,812,1583,803,Lương
1750,756,1864,761,1866,810,1764,802,Yên,
1881,758,1940,759,1941,817,1883,808,Q.
1957,760,2037,760,2041,803,1960,802,Hai
2056,758,2117,762,2122,803,2059,803,Bà
2132,760,2282,768,2287,817,2142,812,Trưng
1967,1362,2279,1367,2294,1509,1976,1512,50m
844,1389,1686,1390,1695,1503,837,1506,0962482388
783,892,1316,898,1309,1037,781,1006,Trường
768,1026,1286,1048,1282,1152,757,1152,Sakura
750,1195,1088,1201,1086,1307,741,1295,Lương
1107,1196,1320,1194,1315,1284,1133,1284,Yên
1416,1194,1554,1194,1552,1287,1414,1289,Hà
1581,1196,1772,1199,1768,1304,1581,1301,Nội
1367,880,1713,892,1713,1013,1352,1011,Mầm
1753,909,2035,923,2046,1016,1756,1017,Non
1329,1038,2172,1045,2184,1163,1319,1153,Montessori
