127,160,217,154,209,208,120,209,TẬP
229,148,388,130,380,176,221,193,ĐOÀN
401,126,555,114,555,155,404,171,VÀNG
569,111,689,98,688,146,566,161,BẠC
709,92,786,76,800,123,708,135,ĐÁ
814,78,952,51,962,112,814,131,QUÝ
972,58,1109,38,1119,100,975,102,DOJI
438,287,1030,228,1048,505,396,538,DOJI
7,679,218,677,209,734,3,735,TRUNG
231,665,378,667,382,733,222,733,TÂM
394,658,601,662,597,724,404,728,VÀNG
617,664,769,660,769,733,612,734,BẠC
785,660,1070,652,1080,715,792,722,TRANG
1094,643,1268,627,1279,717,1096,718,SỨC
161,889,246,896,241,928,155,923,NOKIA
158,929,267,939,261,959,151,957,OPPO
280,896,424,895,361,955,327,955,V
860,910,887,911,891,936,862,935,SỬA
888,913,922,913,926,936,890,936,CHỮA
925,921,932,921,932,929,926,929,-
930,914,959,913,960,936,931,936,BẢO
960,916,998,916,1000,939,960,937,HÀNH
9,142,33,166,28,176,4,152,###
