34,348,84,356,80,378,29,378,in
144,224,162,220,161,235,145,234,THUẾ
162,223,175,222,176,234,162,235,NHÀ
176,224,193,222,194,235,177,236,NƯỚC
250,212,350,211,350,277,252,277,NGƯỜI
356,216,416,214,424,294,357,289,NỘP
422,220,501,209,498,282,427,281,THUẾ
503,223,535,214,546,281,503,281,LÀ
126,315,235,308,237,380,128,381,KHÁCH
242,308,328,316,331,381,242,380,HÀNG
335,321,421,324,422,384,338,385,QUAN
422,326,523,326,526,392,431,394,TRỌNG
527,326,600,308,604,387,530,388,NHẤT
230,418,293,405,300,484,230,486,CỦA
303,424,350,425,350,486,303,487,CƠ
354,427,441,428,442,485,358,492,QUAN
454,428,538,408,539,487,463,488,THUẾ
