330,206,358,206,358,210,330,210,###
338,211,350,211,350,215,339,215,###
457,75,490,74,491,101,458,102,60
411,77,439,76,440,98,412,98,120
127,108,141,108,141,119,127,120,120
126,130,142,130,142,146,126,145,80
197,108,211,108,211,120,198,120,120
260,108,274,108,274,119,260,120,100
197,131,213,130,213,146,197,146,80
260,130,276,130,276,145,259,145,60
164,134,176,134,176,140,164,140,###
291,124,303,124,303,135,291,135,ĐỒ
307,126,325,126,325,135,307,135,SƠN
332,124,358,125,358,135,332,135,20KM
284,143,296,143,297,152,284,152,TP.
297,142,311,141,311,152,297,152,HẢI
312,143,340,143,340,151,312,151,PHONG
341,141,365,141,365,151,341,151,29KM
