275,198,414,210,414,252,268,240,ĐƯỜNG
242,238,327,242,327,301,237,293,LÔ
339,246,439,255,439,309,347,303,TƯ
159,106,194,104,180,179,148,181,###
194,111,198,113,184,178,179,176,###
196,109,205,110,200,128,193,124,###
196,125,201,128,196,146,190,143,###
192,146,197,149,194,167,188,161,###
148,208,174,210,152,303,144,301,###
174,215,176,216,165,273,159,272,###
177,213,184,215,182,238,173,232,HUT
173,235,181,238,177,262,168,256,HAM
168,258,177,262,172,284,163,278,CAU
84,360,122,310,128,332,88,380,###
124,307,142,284,145,307,128,328,TIEN
87,388,139,316,142,339,87,404,###
145,327,178,344,162,408,131,396,###
