87,70,178,69,176,136,83,136,CỔNG
183,78,314,80,314,133,183,134,TRƯỜNG
320,87,369,88,369,132,321,132,AN
377,79,468,80,467,135,378,133,TOÀN
477,86,558,86,558,131,477,131,GIAO
568,77,682,78,686,137,568,133,THÔNG
238,186,301,187,302,227,237,226,Phía
310,188,388,189,387,227,310,224,trước
393,188,443,189,442,237,394,235,tay
450,184,485,185,487,227,449,226,lái
496,185,523,186,524,226,494,226,là
532,187,606,188,607,239,533,237,cuộc
612,182,689,183,690,239,614,240,sống
236,256,328,258,328,296,233,295,Nhanh
336,259,395,261,394,304,336,301,một
401,256,479,259,478,308,399,306,phút,
484,255,570,258,570,305,487,301,chậm
578,255,616,255,618,300,578,300,cả
621,256,676,257,675,302,624,302,đời
104,455,125,455,125,477,105,476,BẢO
126,455,148,456,148,480,128,478,VIỆT
150,457,174,458,174,476,150,475,VĨNH
176,460,201,460,201,476,175,476,LONG
224,380,308,382,309,468,224,464,TRƯỜNG
313,399,341,400,343,462,313,462,EM
347,400,412,401,411,482,343,476,XANH,
415,398,473,400,473,487,414,485,SẠCH,
476,400,518,399,518,485,476,483,ĐẸP
539,402,573,401,573,467,541,467,AN
578,385,635,386,636,467,577,466,TOÀN
639,399,695,401,696,471,640,469,GIAO
700,383,780,385,777,473,700,470,THÔNG
756,110,773,110,770,120,755,120,AN
776,108,796,108,796,119,774,121,TOÀ
747,124,759,124,759,136,747,136,AN
761,123,783,123,783,134,762,135,TOÀN
784,122,798,122,798,134,785,134,GIA
712,160,737,160,736,189,714,188,Ngân
739,160,761,160,761,190,741,189,hàng
762,160,792,159,792,187,762,185,TMCP
713,242,791,244,790,269,716,269,Vietc
736,280,768,280,770,302,739,302,chi
770,281,799,281,799,302,770,302,nhá
0,235,34,221,34,233,1,249,###
0,254,35,239,34,251,1,265,###
1,271,35,256,34,267,1,283,###
1,285,34,269,33,277,1,292,###
0,297,33,282,33,290,1,304,###
0,305,19,299,17,309,0,317,###
1,319,17,312,15,321,0,326,###
1,328,11,326,9,335,1,335,###
