10,76,22,77,21,83,9,83,THAN
23,78,41,78,41,84,22,84,QUẢNG
42,78,54,79,53,86,43,84,NINH
55,79,61,80,61,85,54,85,FC
108,45,209,49,205,85,110,83,THAN
219,39,345,39,344,86,214,86,QUẢNG
355,46,443,43,439,76,350,82,NINH
113,86,155,88,156,101,113,98,ĐOÀN
159,86,190,88,189,102,158,102,KẾT
202,89,214,90,214,103,203,102,Ý
217,90,247,90,247,103,219,102,CHÍ
258,91,296,90,296,106,256,106,NIỀM
298,91,323,90,323,104,298,105,TIN
337,90,382,87,384,100,336,104,CHIẾN
384,87,440,79,440,90,387,98,THẮNG
134,166,147,161,147,165,136,170,###
148,160,163,155,166,161,149,164,###
165,155,181,154,182,160,168,160,###
288,128,314,131,313,153,292,151,N
285,155,296,155,295,167,289,167,T
325,132,391,134,390,156,324,154,QUA
430,136,445,140,442,164,414,159,G
450,141,489,147,481,171,447,165,NI
409,162,417,165,412,176,403,174,N
306,155,316,155,315,167,305,166,Ý
323,156,346,160,342,167,318,165,CHÍ
355,157,374,158,368,165,352,163,###
427,169,457,170,458,176,426,179,###
231,288,260,289,264,312,229,313,UẢNG
267,291,297,294,295,313,265,313,NINH
483,220,489,221,482,241,478,239,###
18,214,38,244,32,248,13,219,###
292,205,316,204,319,212,293,223,###
