139,181,294,185,294,224,139,219,1975
642,1,692,6,693,30,641,27,Chuyên
695,5,731,9,730,35,695,34,Phục
733,8,751,11,752,37,735,37,Vụ
754,9,783,16,785,35,754,33,Cơm
647,37,676,39,676,65,647,64,Nấu
678,42,712,46,713,67,679,64,Theo
715,40,750,42,751,70,716,68,Khẩu
753,47,767,50,769,75,756,75,Vị
769,49,779,51,780,72,770,72,3
311,183,397,186,397,230,311,230,tiệm
401,186,459,188,460,228,401,227,trà
467,189,575,192,575,229,467,227,chanh
496,254,569,255,572,287,494,287,20%
465,274,488,275,489,288,465,288,BILL
426,269,461,269,460,289,427,288,TỐNG
428,249,464,249,464,265,428,264,###
162,263,194,263,194,277,163,277,TẶNG
197,264,226,265,226,275,198,275,1000
228,265,242,265,240,275,228,276,LY
244,264,266,263,269,276,244,276,TRÀ
269,265,310,266,310,277,270,277,CHANH
311,265,356,264,356,277,311,277,TRUYỀN
357,265,397,265,397,277,359,277,THÔNG
204,278,229,278,229,289,204,289,CHO
231,276,271,277,271,290,231,289,KHÁCH
274,278,306,278,306,290,274,290,HÀNG
308,279,331,279,331,290,308,290,ĐÂU
333,279,360,278,360,290,333,290,TIÊN
141,244,180,245,177,261,139,261,###
184,245,225,246,224,262,186,259,###
229,245,262,244,261,261,229,260,###
263,243,315,245,316,261,263,261,###
318,245,351,246,350,262,320,263,###
354,246,385,245,386,263,353,264,###
389,248,427,248,426,263,389,263,###
467,250,487,250,489,265,467,266,###
626,323,706,325,706,372,626,372,###
709,339,735,341,735,359,708,353,###
3,266,48,266,48,280,4,278,###
52,266,92,265,92,279,53,278,###
