430,190,434,175,439,179,438,192,ĐẠI
434,173,443,160,447,164,441,177,HỌC
444,159,457,149,457,156,447,163,KINH
458,148,465,148,464,156,459,157,TẾ
468,148,482,160,475,166,464,157,QUỐC
481,163,485,182,478,181,475,166,DÂN
448,215,463,213,465,221,447,223,NEU
437,226,453,230,454,239,438,243,1956
457,229,475,221,475,235,459,237,2016
397,253,481,238,479,248,399,263,###
202,348,204,338,207,341,205,349,###
204,337,208,328,211,332,207,340,###
209,327,218,321,218,327,211,331,###
219,321,222,321,221,328,219,327,###
223,322,231,332,227,334,221,327,###
232,333,232,345,227,345,226,336,###
211,367,219,366,219,371,210,371,###
190,517,222,517,217,584,189,582,###
179,630,200,632,199,648,177,645,###
248,301,345,283,345,321,253,336,TRƯỜNG
347,293,394,286,393,322,348,326,ĐẠI
396,285,452,276,454,312,395,321,HỌC
453,274,529,262,527,301,457,310,KINH
531,261,578,237,575,290,531,295,TẾ
578,256,674,217,683,273,575,290,QUỐC
683,217,774,218,774,259,682,270,DÂN
289,334,385,322,383,355,289,365,National
389,323,525,302,523,338,390,354,Economics
529,300,698,275,685,327,528,338,University
